ESTU_GENERO;ESTU_AREARESIDE;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_PAGOMATRICULABECA;ESTU_PAGOMATRICULACREDITO;ESTU_PAGOMATRICULAPADRES;ESTU_PAGOMATRICULAPROPIO;ESTU_COMOCAPACITOEXAMENSB11;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_VIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;ESTU_HORASSEMANATRABAJA;ESTU_PRGM_ACADEMICO;MOD_RAZONA_CUANTITAT_PUNT;MOD_LECTURA_CRITICA_PUNT;MOD_COMPETEN_CIUDADA_PUNT;MOD_INGLES_PUNT;MOD_COMUNI_ESCRITA_PUNT;PUNT_GLOBAL
F;Cabecera Municipal;No paga matricula;No;No;No;No;Repasa por cuenta propia;Tecnica o tecnologica incompleta;Secundaria (Bachillerato) completa;1;No;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es vendedor o trabaja en atencion al publico;0;SOCIOLOGIA;2;2;2;2;2;131
F;Cabecera Municipal;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;Tecnica o tecnologica completa;Tecnica o tecnologica completa;1;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;SOCIOLOGIA;2;2;2;2;2;129
F;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Primaria completa;Primaria incompleta;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;SOCIOLOGIA;3;3;3;2;2;156
F;Cabecera Municipal;Menos de 500 mil;Si;Si;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Primaria incompleta;1;No;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;SOCIOLOGIA;2;2;2;2;1;118
M;Cabecera Municipal;No paga matricula;No;No;No;Si;Repasa por cuenta propia;Ninguno;Secundaria (Bachillerato) completa;2;Si;Si;Ninguno;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;LICENCIATURA EN INFORMATICA;2;2;3;2;2;125
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Postgrado;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;LICENCIATURA EN INFORMATICA;3;3;2;3;2;160
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;Si;Repasa por cuenta propia;Postgrado;Tecnica o tecnologica completa;3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN MATEMATICAS;3;3;3;3;2;167
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;No realiza ninguna prueba de preparacion;Educacion profesional completa;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;0;DISE袿 INDUSTRIAL;3;2;3;3;2;149
M;Cabecera Municipal;No paga matricula;Si;Si;Si;Si;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) incompleta;3;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Es vendedor o trabaja en atencion al publico;Entre 21 y 30 horas;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES;2;3;3;3;2;156
M;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;2;Si;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN MATEMATICAS;3;3;3;3;2;163
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;2;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Entre 11 y 20 horas;LICENCIATURA EN ESPA袿L E INGLES;3;2;3;3;3;175
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Educacion profesional incompleta;Educacion profesional completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;DISE袿 INDUSTRIAL;3;3;3;3;2;160
F;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Primaria completa;Secundaria (Bachillerato) completa;2;Si;Si;Ninguno;Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Mas de 30 horas;LICENCIATURA EN MATEMATICAS;3;3;3;3;2;151
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Tecnica o tecnologica completa;1;Si;Si;Es agricultor, pesquero o jornalero;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);;DERECHO;3;3;3;3;3;182
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;;;;;;;;;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;2;1;1;1;2;50
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);0;LICENCIATURA EN FILOSOFIA Y LETRAS;3;3;3;3;3;165
F;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Ninguno;Primaria completa;3;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;0;SOCIOLOGIA;3;3;3;3;2;168
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Ninguno;Postgrado;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Ninguno;Entre 21 y 30 horas;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES;3;3;3;4;4;227
F;Cabecera Municipal;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;Educacion profesional incompleta;Secundaria (Bachillerato) incompleta;3;Si;Si;Es vendedor o trabaja en atencion al publico;Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 21 y 30 horas;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES;3;3;3;3;2;170
M;Cabecera Municipal;Menos de 500 mil;No;Si;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;No;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Entre 11 y 20 horas;LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;3;3;2;2;2;138
F;Cabecera Municipal;No paga matricula;No;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja en el hogar, no trabaja o estudia;0;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES;3;3;3;3;3;168
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Educacion profesional incompleta;Tecnica o tecnologica completa;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 11 y 20 horas;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES;2;3;2;3;3;163
M;Area Rural;No paga matricula;No;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;No;Ninguno;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;DISE袿 GRAFICO;3;3;2;3;3;171
F;Area Rural;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;0;ARTES VISUALES;2;2;2;2;3;124
F;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;No;Si;Repasa por cuenta propia;Educacion profesional incompleta;Secundaria (Bachillerato) completa;2;No;Si;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico;Entre 21 y 30 horas;DISE袿 GRAFICO;2;2;2;2;1;107
F;Area Rural;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Primaria completa;Primaria completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;CONTADURIA PUBLICA;2;3;3;2;1;120
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria incompleta;1;No;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Es vendedor o trabaja en atencion al publico;Mas de 30 horas;DISE袿 INDUSTRIAL;2;3;2;2;1;119
M;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Educacion profesional completa;Tecnica o tecnologica completa;3;No;No;Trabaja en el hogar, no trabaja o estudia;No sabe;Entre 11 y 20 horas;LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;2;2;2;2;4;157
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica incompleta;Tecnica o tecnologica completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);0;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES;3;3;3;3;1;175
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;Si;No;Repasa por cuenta propia;Postgrado;Educacion profesional completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);0;LICENCIATURA EN ESPA袿L E INGLES;3;3;3;3;1;201
M;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);0;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES;2;3;3;4;1;194
F;Cabecera Municipal;Menos de 500 mil;No;Si;No;No;Repasa por cuenta propia;Tecnica o tecnologica incompleta;Educacion profesional incompleta;4;Si;No;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico;;LICENCIATURA EN ESPA袿L E INGLES;3;3;3;3;3;169
F;Cabecera Municipal;No paga matricula;Si;No;Si;Si;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;1;Si;No;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Entre 11 y 20 horas;LICENCIATURA EN ARTES VISUALES;2;2;2;2;2;134
M;Cabecera Municipal;Menos de 500 mil;Si;Si;Si;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es agricultor, pesquero o jornalero;Menos de 10 horas;LICENCIATURA EN ARTES VISUALES;2;2;2;2;2;123
F;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;Si;Si;Repasa por cuenta propia;Educacion profesional completa;Educacion profesional completa;2;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Es vendedor o trabaja en atencion al publico;Menos de 10 horas;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES;3;3;2;3;3;180
F;Cabecera Municipal;Menos de 500 mil;Si;Si;Si;No;Repasa por cuenta propia;Ninguno;Primaria incompleta;1;No;No;Ninguno;Trabaja en el hogar, no trabaja o estudia;0;SOCIOLOGIA;2;2;2;2;2;105
M;Cabecera Municipal;No paga matricula;No;No;No;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Educacion profesional completa;1;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);0;SOCIOLOGIA;2;3;3;2;3;143
M;Cabecera Municipal;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;Educacion profesional incompleta;Educacion profesional completa;1;No;No;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;SOCIOLOGIA;2;3;3;3;2;156
F;Cabecera Municipal;No paga matricula;Si;No;Si;Si;Repasa por cuenta propia;Ninguno;Primaria incompleta;1;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;0;LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;2;2;3;3;2;146
F;Cabecera Municipal;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;Ninguno;Primaria incompleta;1;Si;Si;Pensionado;Trabaja en el hogar, no trabaja o estudia;0;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES;2;3;3;3;2;165
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Educacion profesional incompleta;1;Si;No;Es operario de maquinas o conduce vehiculos (taxita, chofer);Es vendedor o trabaja en atencion al publico;Entre 21 y 30 horas;SOCIOLOGIA;3;2;2;3;2;147
M;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Primaria completa;Primaria completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;;LICENCIATURA EN MATEMATICAS;3;3;3;2;2;160
F;Cabecera Municipal;No paga matricula;No;Si;Si;No;Repasa por cuenta propia;Tecnica o tecnologica incompleta;Tecnica o tecnologica completa;1;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;SOCIOLOGIA;2;3;3;3;3;164
M;Cabecera Municipal;No paga matricula;Si;No;Si;No;No realiza ninguna prueba de preparacion;Educacion profesional incompleta;Educacion profesional completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;DISE袿 GRAFICO;3;3;3;2;2;151
F;Cabecera Municipal;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Educacion profesional completa;1;Si;Si;Pensionado;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Entre 11 y 20 horas;COMERCIO INTERNACIONAL;2;2;3;2;2;145
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Ninguno;Educacion profesional incompleta;2;Si;Si;Ninguno;Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Entre 11 y 20 horas;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES;3;3;3;3;3;177
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Primaria completa;Primaria completa;2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;INGENIERIA EN PRODUCCION ACUICOLA;3;3;3;2;3;154
M;Cabecera Municipal;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES;3;3;3;3;3;177
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;No;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;0;LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;3;2;2;2;2;146
F;Cabecera Municipal;No paga matricula;No;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Tecnica o tecnologica incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Menos de 10 horas;DERECHO;2;2;2;3;1;98
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Educacion profesional incompleta;Primaria incompleta;2;No;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;0;LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;2;2;2;3;2;139
F;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;;;;;;;;;SOCIOLOGIA;2;1;1;1;2;48
M;Cabecera Municipal;Menos de 500 mil;Si;No;Si;Si;Repasa por cuenta propia;Primaria completa;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Entre 11 y 20 horas;LICENCIATURA EN MATEMATICAS;3;3;3;2;3;173
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Ninguno;Primaria incompleta;1;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;0;LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES;2;3;2;3;2;150
M;Cabecera Municipal;No paga matricula;Si;Si;Si;Si;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) incompleta;Primaria incompleta;1;No;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Entre 21 y 30 horas;INGENIERIA AGROFORESTAL;2;2;2;2;2;123
F;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Es vendedor o trabaja en atencion al publico;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 21 y 30 horas;ECONOMIA;3;3;2;3;2;149
M;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Primaria completa;Primaria incompleta;1;No;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA ELECTRONICA;3;3;2;3;3;167
M;Area Rural;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA CIVIL;3;3;3;3;2;170
F;Cabecera Municipal;No paga matricula;No;Si;Si;No;Repasa por cuenta propia;Primaria completa;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Menos de 10 horas;DERECHO;2;2;2;3;2;136
F;Cabecera Municipal;No paga matricula;Si;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) completa;1;No;No;Es agricultor, pesquero o jornalero;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 21 y 30 horas;LICENCIATURA EN FILOSOFIA Y LETRAS;2;2;2;2;3;140
F;Cabecera Municipal;No paga matricula;Si;No;Si;No;No realiza ninguna prueba de preparacion;Primaria completa;Primaria completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;COMERCIO INTERNACIONAL;3;2;3;3;3;153
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN INFORMATICA;3;3;2;2;3;147
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Tecnica o tecnologica completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 11 y 20 horas;DERECHO;2;2;3;2;2;137
M;Cabecera Municipal;No paga matricula;Si;No;Si;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria incompleta;1;Si;Si;Es vendedor o trabaja en atencion al publico;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;DISE袿 INDUSTRIAL;2;2;2;2;3;129
F;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Primaria completa;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;MEDICINA VETERINARIA;3;3;2;3;2;156
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Ninguno;Postgrado;3;No;Si;Ninguno;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Mas de 30 horas;MEDICINA;2;3;3;3;1;129
M;Cabecera Municipal;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Educacion profesional completa;3;Si;Si;Ninguno;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Mas de 30 horas;INGENIERIA CIVIL;2;2;2;3;2;124
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Postgrado;1;No;No;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;SOCIOLOGIA;2;2;2;2;2;128
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Primaria completa;Secundaria (Bachillerato) completa;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA DE SISTEMAS;3;3;3;3;3;176
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Toma un curso de preparacion;Tecnica o tecnologica completa;Tecnica o tecnologica completa;1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;SOCIOLOGIA;2;2;2;2;2;119
F;Area Rural;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AGROFORESTAL;3;3;2;2;2;139
M;;;;;;;;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Entre 11 y 20 horas;ARQUITECTURA;2;2;2;3;2;136
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Postgrado;2;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;ARQUITECTURA;3;3;3;3;3;180
F;Cabecera Municipal;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AGRONOMICA;3;3;3;3;2;157
F;Cabecera Municipal;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;2;No;No;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN FILOSOFIA Y LETRAS;2;2;2;2;2;129
M;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Primaria completa;1;Si;Si;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico;Menos de 10 horas;INGENIERIA ELECTRONICA;2;2;2;3;2;122
F;Cabecera Municipal;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;No;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja por cuenta propia (por ejemplo plomero, electricista);Menos de 10 horas;MEDICINA VETERINARIA;2;3;3;3;3;159
M;Cabecera Municipal;No paga matricula;No;No;Si;Si;No realiza ninguna prueba de preparacion;Tecnica o tecnologica incompleta;Secundaria (Bachillerato) completa;1;No;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Mas de 30 horas;COMERCIO INTERNACIONAL;2;2;2;3;2;116
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Ninguno;Secundaria (Bachillerato) completa;3;Si;Si;Ninguno;Es vendedor o trabaja en atencion al publico;0;CONTADURIA PUBLICA;3;3;2;3;2;151
F;Area Rural;No paga matricula;No;No;Si;No;Repasa por cuenta propia;Primaria completa;Primaria completa;2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;QUIMICA;3;3;2;3;3;165
F;Area Rural;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;Ninguno;Primaria completa;1;No;Si;Ninguno;Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Menos de 10 horas;LICENCIATURA EN CIENCIAS SOCIALES;2;3;3;2;3;165
F;Cabecera Municipal;Menos de 500 mil;No;Si;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;3;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;No aplica;Mas de 30 horas;PSICOLOGIA;2;2;2;2;3;141
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Educacion profesional completa;2;Si;No;Es agricultor, pesquero o jornalero;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Menos de 10 horas;INGENIERIA AGROFORESTAL;2;2;2;2;2;114
F;Cabecera Municipal;No paga matricula;Si;No;No;No;Repasa por cuenta propia;Ninguno;Primaria completa;2;Si;Si;Ninguno;Trabaja por cuenta propia (por ejemplo plomero, electricista);Menos de 10 horas;ARQUITECTURA;3;3;3;3;3;172
M;Area Rural;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Secundaria (Bachillerato) incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;PSICOLOGIA;2;3;3;3;3;160
